model,dataset,img_id,class_id,x_center,y_center,width,height,confidence,IoU
YoloV3,daySequence1,159,0,0.6453125,0.4416666666666666,0.0109375,0.0229166666666666,0.3711766004562378,0.23762376237623548
YoloV3,daySequence1,162,0,0.651953125,0.434375,0.01171875,0.025,0.343254029750824,0.240963855421687
YoloV3,daySequence1,163,0,0.654296875,0.4317708333333333,0.01171875,0.0260416666666666,0.2524069845676422,0.2643171806167408
YoloV3,daySequence1,168,0,0.66484375,0.415625,0.0125,0.025,0.4617019593715668,0.22317596566523634
YoloV3,daySequence1,172,0,0.6734375,0.4375,0.0109375,0.0229166666666666,0.2564546465873718,0.23423423423423506
YoloV3,daySequence1,177,0,0.173828125,0.4463541666666666,0.01953125,0.046875,0.5107518434524536,0.0
YoloV3,daySequence1,202,0,0.228125,0.4515625,0.0171875,0.040625,0.4900127351284027,0.47499999999999987
YoloV3,daySequence1,282,0,0.135546875,0.4463541666666666,0.01953125,0.0427083333333333,0.3600412607192993,0.4927288280581701
YoloV3,daySequence1,294,0,0.009765625,0.4338541666666666,0.01953125,0.0614583333333333,0.289467841386795,0.43389830508474575
YoloV3,daySequence1,303,0,0.488671875,0.4947916666666667,0.02265625,0.0354166666666666,0.2726423442363739,0.0
YoloV3,daySequence1,349,0,0.614453125,0.3869791666666666,0.02578125,0.0572916666666666,0.3157355487346649,0.617826617826623
YoloV3,daySequence1,353,0,0.65546875,0.3786458333333333,0.021875,0.0552083333333333,0.5521631240844727,0.42770870337478095
YoloV3,daySequence1,354,0,0.666796875,0.3776041666666667,0.02265625,0.0552083333333333,0.5564807057380676,0.5707591377694489
YoloV3,daySequence1,364,0,0.7984375,0.38125,0.0296875,0.0625,0.4535113573074341,0.6302046577275966
YoloV3,daySequence1,366,0,0.826953125,0.4020833333333333,0.03046875,0.06875,0.254105806350708,0.5842696629213495
YoloV3,daySequence1,368,0,0.85625,0.4041666666666667,0.0390625,0.0770833333333333,0.6879682540893555,0.6155660377358481
YoloV3,daySequence1,370,0,0.735546875,0.5239583333333333,0.03359375,0.05,0.4172928631305694,0.0
YoloV3,daySequence1,372,0,0.9203125,0.34375,0.034375,0.08125,0.7495716214179993,0.49029475197699574
YoloV3,daySequence1,374,0,0.956640625,0.3375,0.04296875,0.0875,0.4475502967834472,0.5404120443740099
YoloV3,daySequence1,589,0,0.20390625,0.2135416666666666,0.0265625,0.05625,0.3808735907077789,0.0
YoloV3,daySequence1,1202,0,0.616796875,0.4567708333333333,0.01015625,0.021875,0.4811497926712036,0.0
YoloV3,daySequence1,1204,0,0.619921875,0.459375,0.01015625,0.0229166666666666,0.2607775628566742,0.459363957597179
YoloV3,daySequence1,1208,0,0.623046875,0.4572916666666666,0.01015625,0.025,0.426518052816391,0.0
YoloV3,daySequence1,1209,0,0.622265625,0.4552083333333333,0.01015625,0.0229166666666666,0.4367918670177459,0.45936395759717724
YoloV3,daySequence1,1210,0,0.621875,0.453125,0.0109375,0.0270833333333333,0.3102995753288269,0.5167785234899375
YoloV3,daySequence1,1216,0,0.61875,0.45625,0.0109375,0.0229166666666666,0.3301240503787994,0.4929577464788764
YoloV3,daySequence1,1217,0,0.61875,0.4572916666666666,0.0109375,0.025,0.2728565335273742,0.4697986577181266
YoloV3,daySequence1,1218,0,0.618359375,0.4578125,0.01015625,0.0239583333333333,0.4092782139778137,0.0
YoloV3,daySequence1,1219,0,0.61796875,0.4557291666666667,0.0109375,0.0260416666666666,0.2569300830364227,0.49328859060402797
YoloV3,daySequence1,1220,0,0.616796875,0.4546875,0.01015625,0.0239583333333333,0.5397619009017944,0.0
YoloV3,daySequence1,1223,0,0.615234375,0.4546875,0.01015625,0.0239583333333333,0.4624207317829132,0.0
YoloV3,daySequence1,1225,0,0.61484375,0.4541666666666666,0.0109375,0.025,0.2858238220214844,0.0
YoloV3,daySequence1,1227,0,0.615234375,0.4526041666666666,0.01015625,0.0239583333333333,0.5351465940475464,0.0
YoloV3,daySequence1,1228,0,0.61796875,0.4541666666666666,0.0109375,0.025,0.5561511516571045,0.4697986577181266
YoloV3,daySequence1,1229,0,0.619140625,0.4572916666666666,0.01015625,0.025,0.4200902581214905,0.0
YoloV3,daySequence1,1230,0,0.620703125,0.4583333333333333,0.01015625,0.0229166666666666,0.2917411923408508,0.0
YoloV3,daySequence1,1232,0,0.62265625,0.4583333333333333,0.0109375,0.0229166666666666,0.43668994307518,0.45704467353952183
YoloV3,daySequence1,1233,0,0.623828125,0.4541666666666666,0.01015625,0.0229166666666666,0.3993941843509674,0.0
YoloV3,daySequence1,1237,0,0.626171875,0.4291666666666666,0.01015625,0.0229166666666666,0.4048552513122558,0.0
YoloV3,daySequence1,1240,0,0.215625,0.4255208333333333,0.0125,0.0260416666666666,0.362891286611557,0.0
YoloV3,daySequence1,1244,0,0.208203125,0.4354166666666667,0.01171875,0.025,0.270891010761261,0.0
YoloV3,daySequence1,1245,0,0.629296875,0.4395833333333333,0.01015625,0.0229166666666666,0.2555941939353943,0.0
YoloV3,daySequence1,1246,0,0.6296875,0.4375,0.0109375,0.0229166666666666,0.5137979388237,0.0
YoloV3,daySequence1,1246,0,0.2046875,0.4328125,0.0125,0.0260416666666666,0.2572024762630462,0.39263803680981524
YoloV3,daySequence1,1247,0,0.630078125,0.4375,0.01171875,0.025,0.514086902141571,0.46341463414633904
YoloV3,daySequence1,1247,0,0.202734375,0.4328125,0.01328125,0.028125,0.2938227355480194,0.0
YoloV3,daySequence1,1248,0,0.63046875,0.4385416666666666,0.0109375,0.0229166666666666,0.446087896823883,0.45704467353952366
YoloV3,daySequence1,1249,0,0.198828125,0.4348958333333333,0.01328125,0.028125,0.253008633852005,0.486924034869241
YoloV3,daySequence1,1249,0,0.63046875,0.440625,0.0109375,0.0229166666666666,0.4228807389736175,0.0
YoloV3,daySequence1,1250,0,0.63125,0.4401041666666667,0.0109375,0.0239583333333333,0.3061965405941009,0.0
YoloV3,daySequence1,1251,0,0.631640625,0.4401041666666667,0.01171875,0.0260416666666666,0.3396182656288147,0.4523809523809526
YoloV3,daySequence1,1252,0,0.631640625,0.4395833333333333,0.01171875,0.0229166666666666,0.4789928197860718,0.48717948717948745
YoloV3,daySequence1,1252,0,0.19296875,0.4354166666666667,0.0109375,0.0229166666666666,0.351620465517044,0.0
YoloV3,daySequence1,1254,0,0.63359375,0.4385416666666666,0.0125,0.025,0.386119931936264,0.46109510086455063
YoloV3,daySequence1,1260,0,0.637109375,0.440625,0.01171875,0.025,0.2537795305252075,0.49999999999999933
YoloV3,daySequence1,1261,0,0.637890625,0.4447916666666666,0.01171875,0.0270833333333333,0.3593741655349731,0.0
YoloV3,daySequence1,1265,0,0.641015625,0.4395833333333333,0.01328125,0.0270833333333333,0.4531006515026092,0.5295950155763204
YoloV3,daySequence1,1266,0,0.641796875,0.4390625,0.01328125,0.0260416666666666,0.2944331467151642,0.5439999999999945
YoloV3,daySequence1,1266,0,0.177734375,0.4317708333333333,0.01484375,0.0302083333333333,0.4425980746746063,0.0
YoloV3,daySequence1,1267,0,0.6421875,0.4390625,0.0125,0.0260416666666666,0.461969792842865,0.0
YoloV3,daySequence1,1268,0,0.64296875,0.4380208333333333,0.0125,0.0239583333333333,0.3672535419464111,0.5033112582781428
YoloV3,daySequence1,1270,0,0.644140625,0.4369791666666666,0.01171875,0.0239583333333333,0.3957513570785522,0.0
YoloV3,daySequence1,1271,0,0.644921875,0.4348958333333333,0.01484375,0.0302083333333333,0.3159228861331939,0.5478374836173022
YoloV3,daySequence1,1276,0,0.647265625,0.4270833333333333,0.01328125,0.0291666666666666,0.590770959854126,0.5417298937784466
YoloV3,daySequence1,1277,0,0.64765625,0.428125,0.0140625,0.0291666666666666,0.3662196695804596,0.5365853658536601
YoloV3,daySequence1,1278,0,0.648046875,0.43125,0.01328125,0.0291666666666666,0.3935999274253845,0.5825545171339479
YoloV3,daySequence1,1280,0,0.6484375,0.4317708333333333,0.0125,0.0260416666666666,0.2574655711650848,0.45070422535211047
YoloV3,daySequence1,1281,0,0.648828125,0.43125,0.01328125,0.0291666666666666,0.3725143373012543,0.0
YoloV3,daySequence1,1281,0,0.159765625,0.4244791666666667,0.01484375,0.0322916666666666,0.2810409963130951,0.39782244556113827
YoloV3,daySequence1,1282,0,0.64921875,0.4296875,0.0125,0.0260416666666666,0.4696051776409149,0.5161290322580618
YoloV3,daySequence1,1282,0,0.15859375,0.4234375,0.0140625,0.0302083333333333,0.3935052156448364,0.0
YoloV3,daySequence1,1283,0,0.649609375,0.4307291666666666,0.01328125,0.028125,0.4881328046321869,0.0
YoloV3,daySequence1,1284,0,0.155859375,0.4276041666666667,0.01328125,0.028125,0.6068581342697144,0.0
YoloV3,daySequence1,1285,0,0.1546875,0.428125,0.0140625,0.0291666666666666,0.4133352041244507,0.0
YoloV3,daySequence1,1286,0,0.650390625,0.434375,0.01328125,0.0270833333333333,0.2703269124031067,0.5295950155763162
YoloV3,daySequence1,1286,0,0.153515625,0.4276041666666667,0.01328125,0.028125,0.3876046240329742,0.0
YoloV3,daySequence1,1287,0,0.65078125,0.4322916666666667,0.0140625,0.0291666666666666,0.3780447244644165,0.0
YoloV3,daySequence1,1287,0,0.152734375,0.425,0.01484375,0.03125,0.2509146928787231,0.38264910921765943
YoloV3,daySequence1,1290,0,0.651953125,0.434375,0.01328125,0.0270833333333333,0.2733568549156189,0.5295950155763162
YoloV3,daySequence1,1291,0,0.6515625,0.4354166666666667,0.0140625,0.0291666666666666,0.410948783159256,0.5000000000000029
YoloV3,daySequence1,1292,0,0.651171875,0.4354166666666667,0.01328125,0.0270833333333333,0.334815502166748,0.5295950155763183
YoloV3,daySequence1,1294,0,0.651953125,0.4338541666666666,0.01328125,0.0260416666666666,0.3112310469150543,0.5031152647975051
YoloV3,daySequence1,1295,0,0.65234375,0.4322916666666667,0.0140625,0.0291666666666666,0.5351439118385315,0.5000000000000029
YoloV3,daySequence1,1296,0,0.65234375,0.4317708333333333,0.0140625,0.0260416666666666,0.5596708059310913,0.5714285714285773
YoloV3,daySequence1,1298,0,0.652734375,0.4338541666666666,0.01328125,0.0260416666666666,0.287491887807846,0.0
YoloV3,daySequence1,1299,0,0.652734375,0.434375,0.01484375,0.0291666666666666,0.2658163905143738,0.0
YoloV3,daySequence1,1300,0,0.653125,0.4328125,0.0140625,0.0260416666666666,0.3925879299640655,0.0
YoloV3,daySequence1,1301,0,0.653125,0.4317708333333333,0.0140625,0.0302083333333333,0.4501563906669616,0.45993031358885106
YoloV3,daySequence1,1301,0,0.13359375,0.4234375,0.015625,0.0322916666666666,0.6453176140785217,0.0
YoloV3,daySequence1,1302,0,0.13203125,0.4213541666666666,0.015625,0.0322916666666666,0.5822772979736328,0.0
YoloV3,daySequence1,1303,0,0.130859375,0.421875,0.01484375,0.0333333333333333,0.3418949842453003,0.0
YoloV3,daySequence1,1304,0,0.653515625,0.4302083333333333,0.01328125,0.0270833333333333,0.5874671936035156,0.5295950155763204
YoloV3,daySequence1,1304,0,0.129296875,0.4239583333333333,0.01484375,0.03125,0.5081273913383484,0.0
YoloV3,daySequence1,1305,0,0.653515625,0.4317708333333333,0.01328125,0.028125,0.3739382326602936,0.5159332321699465
YoloV3,daySequence1,1305,0,0.127734375,0.4255208333333333,0.01484375,0.0302083333333333,0.3082980513572693,0.0
YoloV3,daySequence1,1306,0,0.653515625,0.4338541666666666,0.01484375,0.0260416666666666,0.4982046484947204,0.508172362555728
YoloV3,daySequence1,1306,0,0.126171875,0.4286458333333333,0.01484375,0.0322916666666666,0.4411163032054901,0.0
YoloV3,daySequence1,1307,0,0.653515625,0.4359375,0.01484375,0.0302083333333333,0.3265559375286102,0.5301542776998645
YoloV3,daySequence1,1308,0,0.65390625,0.434375,0.0140625,0.0270833333333333,0.5849696397781372,0.5555555555555584
YoloV3,daySequence1,1308,0,0.12265625,0.4265625,0.0171875,0.0385416666666666,0.4030469954013824,0.0
YoloV3,daySequence1,1309,0,0.654296875,0.4322916666666667,0.01484375,0.0291666666666666,0.5286286473274231,0.0
YoloV3,daySequence1,1310,0,0.65546875,0.4322916666666667,0.0140625,0.0270833333333333,0.2578736543655395,0.5555555555555609
YoloV3,daySequence1,1311,0,0.655859375,0.4322916666666667,0.01484375,0.0270833333333333,0.5069032311439514,0.5107526881720451
YoloV3,daySequence1,1312,0,0.655859375,0.4333333333333333,0.01484375,0.0270833333333333,0.5814158320426941,0.5107526881720471
YoloV3,daySequence1,1313,0,0.65625,0.4354166666666667,0.015625,0.0291666666666666,0.4333938360214233,0.0
YoloV3,daySequence1,1317,0,0.658203125,0.4416666666666666,0.01796875,0.0354166666666666,0.3710850775241852,0.5539696699375636
YoloV3,daySequence1,1318,0,0.65859375,0.4432291666666667,0.0140625,0.028125,0.5180007815361023,0.47619047619048005
YoloV3,daySequence1,1319,0,0.658984375,0.4411458333333333,0.01640625,0.0302083333333333,0.5644611120223999,0.5328719723183363
YoloV3,daySequence1,1320,0,0.659765625,0.4395833333333333,0.01640625,0.03125,0.4018285572528839,0.5116279069767397
YoloV3,daySequence1,1321,0,0.66015625,0.4380208333333333,0.0140625,0.028125,0.5164483189582825,0.0
YoloV3,daySequence1,1321,0,0.105078125,0.4317708333333333,0.01640625,0.0364583333333333,0.3940105438232422,0.3745387453874528
YoloV3,daySequence1,1322,0,0.660546875,0.4348958333333333,0.01484375,0.028125,0.4557643830776214,0.4699646643109506
YoloV3,daySequence1,1323,0,0.66171875,0.4328125,0.015625,0.0322916666666666,0.4670066833496094,0.46296296296296324
YoloV3,daySequence1,1324,0,0.662109375,0.4307291666666666,0.01484375,0.0302083333333333,0.5864934921264648,0.45807127882599613
YoloV3,daySequence1,1325,0,0.662890625,0.4302083333333333,0.01640625,0.03125,0.3158162832260132,0.48936170212765706
YoloV3,daySequence1,1326,0,0.663671875,0.4291666666666666,0.01640625,0.03125,0.4693531394004822,0.5789473684210513
YoloV3,daySequence1,1326,0,0.094921875,0.4234375,0.01640625,0.0364583333333333,0.3516412675380707,0.0
YoloV3,daySequence1,1327,0,0.664453125,0.4302083333333333,0.01640625,0.03125,0.3294280469417572,0.48936170212765706
YoloV3,daySequence1,1328,0,0.665234375,0.4302083333333333,0.01484375,0.0291666666666666,0.2905119955539703,0.0
YoloV3,daySequence1,1329,0,0.665625,0.4286458333333333,0.015625,0.0302083333333333,0.2580622732639313,0.0
YoloV3,daySequence1,1330,0,0.665625,0.4276041666666667,0.0140625,0.028125,0.3742168247699737,0.0
YoloV3,daySequence1,1331,0,0.665234375,0.425,0.01640625,0.03125,0.3452773988246918,0.5476190476190426
YoloV3,daySequence1,1332,0,0.664453125,0.4302083333333333,0.01640625,0.03125,0.3884865641593933,0.4640883977900547
YoloV3,daySequence1,1333,0,0.662890625,0.4317708333333333,0.01796875,0.034375,0.4760930240154266,0.5334522747546868
YoloV3,daySequence1,1334,0,0.659765625,0.4338541666666666,0.01640625,0.0302083333333333,0.4456998407840729,0.47323943661971657
YoloV3,daySequence1,1335,0,0.655859375,0.434375,0.01640625,0.03125,0.4426858723163605,0.5116279069767415
YoloV3,daySequence1,1336,0,0.650390625,0.434375,0.01640625,0.0291666666666666,0.4890510737895965,0.45352112676055895
YoloV3,daySequence1,1337,0,0.644140625,0.4333333333333333,0.01640625,0.03125,0.2917937636375427,0.4640883977900547
YoloV3,daySequence1,1338,0,0.637890625,0.4307291666666666,0.01640625,0.0322916666666666,0.518907368183136,0.4834254143646407
YoloV3,daySequence1,1338,0,0.025,0.4203125,0.0203125,0.040625,0.6040815711021423,0.0
YoloV3,daySequence1,1339,0,0.630859375,0.4286458333333333,0.01640625,0.0322916666666666,0.3914498686790466,0.4791666666666631
YoloV3,daySequence1,1340,0,0.6234375,0.4265625,0.01875,0.034375,0.4687102437019348,0.5531914893617054
YoloV3,daySequence1,1342,0,0.609375,0.421875,0.01875,0.0354166666666666,0.544792115688324,0.5416666666666672
YoloV3,daySequence1,1343,0,0.601953125,0.4192708333333333,0.01796875,0.0322916666666666,0.6122875213623047,0.47208538587849097
YoloV3,daySequence1,1344,0,0.594140625,0.4166666666666667,0.01953125,0.0354166666666666,0.405326634645462,0.5261382799325468
YoloV3,daySequence1,1346,0,0.578515625,0.4119791666666667,0.01796875,0.034375,0.4108916223049164,0.48186946011281634
YoloV3,daySequence1,1347,0,0.5703125,0.4083333333333333,0.01875,0.0354166666666666,0.3038060963153839,0.5744680851063836
YoloV3,daySequence1,1350,0,0.546484375,0.403125,0.02109375,0.0395833333333333,0.3522540330886841,0.49361702127659524
YoloV3,daySequence1,1351,0,0.538671875,0.4020833333333333,0.01796875,0.0354166666666666,0.379302829504013,0.0
YoloV3,daySequence1,1352,0,0.530078125,0.3984375,0.02265625,0.046875,0.3915871381759643,0.5200764818355644
YoloV3,daySequence1,1353,0,0.521875,0.3994791666666666,0.0203125,0.040625,0.3807526230812073,0.5383022774327102
YoloV3,daySequence1,1354,0,0.512890625,0.3953125,0.01953125,0.0364583333333333,0.4958794713020324,0.523772408417767
YoloV3,daySequence1,1355,0,0.5046875,0.3942708333333333,0.01875,0.0364583333333333,0.3275718688964844,0.0
YoloV3,daySequence1,1356,0,0.496484375,0.3927083333333333,0.02109375,0.0416666666666666,0.4950507581233978,0.5034965034965004
YoloV3,daySequence1,1357,0,0.48828125,0.3942708333333333,0.01875,0.034375,0.4050047099590301,0.48132780082987753
YoloV3,daySequence1,1358,0,0.479296875,0.3895833333333333,0.01953125,0.0375,0.3291032612323761,0.0
YoloV3,daySequence1,1359,0,0.470703125,0.3864583333333333,0.01953125,0.0354166666666666,0.3869991302490234,0.49152542372881447
YoloV3,daySequence1,1360,0,0.461328125,0.3807291666666667,0.02421875,0.0447916666666666,0.4504350125789642,0.5201133144475909
YoloV3,daySequence1,1361,0,0.4515625,0.3786458333333333,0.021875,0.040625,0.3271830379962921,0.5475285171102672
YoloV3,daySequence1,1362,0,0.440625,0.3786458333333333,0.0234375,0.0447916666666666,0.5519570112228394,0.5331010452961673
YoloV3,daySequence1,1364,0,0.4171875,0.3822916666666666,0.0234375,0.0458333333333333,0.3735989034175873,0.5666666666666683
YoloV3,daySequence1,1366,0,0.389453125,0.384375,0.02265625,0.0416666666666666,0.3148963749408722,0.4533463605276012
YoloV3,daySequence1,1367,0,0.373046875,0.3838541666666666,0.02265625,0.040625,0.380789190530777,0.0
YoloV3,daySequence1,1368,0,0.35546875,0.3885416666666667,0.025,0.0458333333333333,0.402502030134201,0.5402542372881344
YoloV3,daySequence1,1369,0,0.335546875,0.3895833333333333,0.02265625,0.04375,0.4060144424438476,0.481680508060577
