dataset,img_id,class_id,x_center,y_center,width,height,confidence
daySequence1,1,0,0.556640625,0.50625,0.01171875,0.0229166666666666,1.0
daySequence1,2,0,0.55703125,0.5052083333333334,0.009375,0.01875,1.0
daySequence1,5,0,0.5578125,0.503125,0.009375,0.01875,1.0
daySequence1,6,0,0.558203125,0.5010416666666667,0.01171875,0.0229166666666666,1.0
daySequence1,7,0,0.559375,0.4989583333333333,0.009375,0.01875,1.0
daySequence1,8,0,0.559375,0.496875,0.009375,0.01875,1.0
daySequence1,9,0,0.559375,0.4947916666666667,0.009375,0.01875,1.0
daySequence1,10,0,0.5609375,0.49375,0.009375,0.0229166666666666,1.0
daySequence1,13,0,0.5625,0.490625,0.009375,0.01875,1.0
daySequence1,16,0,0.564453125,0.4885416666666666,0.01171875,0.0229166666666666,1.0
daySequence1,17,0,0.56484375,0.4885416666666666,0.009375,0.01875,1.0
daySequence1,19,0,0.5671875,0.490625,0.009375,0.01875,1.0
daySequence1,23,0,0.5703125,0.4916666666666666,0.009375,0.0229166666666666,1.0
daySequence1,24,0,0.571875,0.4864583333333333,0.009375,0.01875,1.0
daySequence1,27,0,0.575,0.4739583333333333,0.009375,0.01875,1.0
daySequence1,28,0,0.5765625,0.465625,0.009375,0.01875,1.0
daySequence1,29,0,0.578125,0.4614583333333333,0.009375,0.01875,1.0
daySequence1,30,0,0.5796875,0.4614583333333333,0.009375,0.01875,1.0
daySequence1,31,0,0.58125,0.4614583333333333,0.009375,0.01875,1.0
daySequence1,32,0,0.5828125,0.4635416666666667,0.009375,0.01875,1.0
daySequence1,33,0,0.583203125,0.465625,0.01171875,0.01875,1.0
daySequence1,34,0,0.583984375,0.4708333333333333,0.01171875,0.0229166666666666,1.0
daySequence1,35,0,0.584375,0.4760416666666666,0.009375,0.01875,1.0
daySequence1,36,0,0.585546875,0.478125,0.01171875,0.01875,1.0
daySequence1,37,0,0.5875,0.4802083333333333,0.009375,0.01875,1.0
daySequence1,38,0,0.5890625,0.4760416666666666,0.009375,0.01875,1.0
daySequence1,39,0,0.5890625,0.4739583333333333,0.009375,0.01875,1.0
daySequence1,40,0,0.590625,0.4760416666666666,0.009375,0.01875,1.0
daySequence1,41,0,0.591015625,0.471875,0.01171875,0.01875,1.0
daySequence1,42,0,0.5921875,0.4739583333333333,0.009375,0.01875,1.0
daySequence1,43,0,0.59375,0.471875,0.009375,0.01875,1.0
daySequence1,44,0,0.59375,0.471875,0.009375,0.01875,1.0
daySequence1,45,0,0.594140625,0.4697916666666666,0.01171875,0.0229166666666666,1.0
daySequence1,46,0,0.5953125,0.4677083333333333,0.009375,0.01875,1.0
daySequence1,47,0,0.596875,0.465625,0.009375,0.01875,1.0
daySequence1,48,0,0.59765625,0.4635416666666667,0.009375,0.01875,1.0
daySequence1,49,0,0.598046875,0.465625,0.01171875,0.01875,1.0
daySequence1,50,0,0.5984375,0.465625,0.009375,0.01875,1.0
daySequence1,51,0,0.59921875,0.4677083333333333,0.009375,0.01875,1.0
daySequence1,52,0,0.6,0.4677083333333333,0.009375,0.01875,1.0
daySequence1,53,0,0.6,0.4677083333333333,0.009375,0.01875,1.0
daySequence1,54,0,0.6,0.4677083333333333,0.009375,0.01875,1.0
daySequence1,55,0,0.6,0.4697916666666666,0.009375,0.01875,1.0
daySequence1,56,0,0.6,0.4697916666666666,0.009375,0.01875,1.0
daySequence1,57,0,0.6,0.4697916666666666,0.009375,0.01875,1.0
daySequence1,58,0,0.601171875,0.4708333333333333,0.01171875,0.0229166666666666,1.0
daySequence1,59,0,0.6015625,0.471875,0.009375,0.01875,1.0
daySequence1,60,0,0.601171875,0.471875,0.01171875,0.01875,1.0
daySequence1,61,0,0.6015625,0.4729166666666666,0.009375,0.0229166666666666,1.0
daySequence1,62,0,0.6015625,0.475,0.009375,0.0229166666666666,1.0
daySequence1,63,0,0.6015625,0.4770833333333333,0.009375,0.0229166666666666,1.0
daySequence1,64,0,0.6015625,0.478125,0.009375,0.01875,1.0
daySequence1,65,0,0.601171875,0.4760416666666666,0.01171875,0.01875,1.0
daySequence1,66,0,0.6015625,0.4760416666666666,0.009375,0.01875,1.0
daySequence1,67,0,0.6015625,0.4739583333333333,0.009375,0.01875,1.0
daySequence1,68,0,0.6015625,0.4739583333333333,0.009375,0.01875,1.0
daySequence1,69,0,0.6015625,0.4739583333333333,0.009375,0.01875,1.0
daySequence1,70,0,0.6015625,0.4739583333333333,0.009375,0.01875,1.0
daySequence1,71,0,0.6015625,0.4729166666666666,0.009375,0.01875,1.0
daySequence1,72,0,0.601171875,0.4729166666666666,0.01171875,0.0229166666666666,1.0
daySequence1,73,0,0.601171875,0.471875,0.01171875,0.01875,1.0
daySequence1,74,0,0.6,0.471875,0.009375,0.01875,1.0
daySequence1,75,0,0.60078125,0.4708333333333333,0.009375,0.0229166666666666,1.0
daySequence1,76,0,0.6,0.4697916666666666,0.009375,0.01875,1.0
daySequence1,77,0,0.6,0.4697916666666666,0.009375,0.01875,1.0
daySequence1,78,0,0.6,0.4677083333333333,0.009375,0.01875,1.0
daySequence1,79,0,0.6,0.4677083333333333,0.009375,0.01875,1.0
daySequence1,80,0,0.6,0.4666666666666667,0.009375,0.0229166666666666,1.0
daySequence1,81,0,0.6,0.4677083333333333,0.009375,0.01875,1.0
daySequence1,82,0,0.599609375,0.4677083333333333,0.01171875,0.01875,1.0
daySequence1,83,0,0.599609375,0.46875,0.01171875,0.0229166666666666,1.0
daySequence1,84,0,0.59921875,0.46875,0.009375,0.0229166666666666,1.0
daySequence1,85,0,0.5984375,0.4697916666666666,0.009375,0.01875,1.0
daySequence1,86,0,0.5984375,0.46875,0.009375,0.0229166666666666,1.0
daySequence1,87,0,0.5984375,0.4697916666666666,0.009375,0.01875,1.0
daySequence1,88,0,0.5984375,0.46875,0.009375,0.0229166666666666,1.0
daySequence1,89,0,0.5984375,0.4677083333333333,0.009375,0.01875,1.0
daySequence1,90,0,0.597265625,0.46875,0.01171875,0.0229166666666666,1.0
daySequence1,91,0,0.596875,0.4708333333333333,0.009375,0.0229166666666666,1.0
daySequence1,92,0,0.596875,0.471875,0.009375,0.01875,1.0
daySequence1,93,0,0.596875,0.471875,0.009375,0.01875,1.0
daySequence1,94,0,0.595703125,0.471875,0.01171875,0.01875,1.0
daySequence1,95,0,0.595703125,0.471875,0.01171875,0.01875,1.0
daySequence1,96,0,0.5953125,0.4697916666666666,0.009375,0.01875,1.0
daySequence1,97,0,0.5953125,0.46875,0.009375,0.0229166666666666,1.0
daySequence1,98,0,0.595703125,0.4713541666666667,0.01171875,0.028125,1.0
daySequence1,99,0,0.595703125,0.4713541666666667,0.01171875,0.028125,1.0
daySequence1,100,0,0.59453125,0.4713541666666667,0.0140625,0.028125,1.0
daySequence1,101,0,0.59453125,0.4713541666666667,0.0140625,0.028125,1.0
daySequence1,102,0,0.59453125,0.4713541666666667,0.0140625,0.028125,1.0
daySequence1,103,0,0.59453125,0.4692708333333333,0.0140625,0.028125,1.0
daySequence1,104,0,0.59375,0.4671875,0.0140625,0.028125,1.0
daySequence1,105,0,0.59296875,0.4640625,0.0140625,0.028125,1.0
daySequence1,106,0,0.59296875,0.4609375,0.0140625,0.028125,1.0
daySequence1,107,0,0.59296875,0.4567708333333333,0.0140625,0.028125,1.0
daySequence1,108,0,0.59296875,0.4567708333333333,0.0140625,0.028125,1.0
daySequence1,109,0,0.5921875,0.4567708333333333,0.0140625,0.028125,1.0
daySequence1,110,0,0.5921875,0.4567708333333333,0.0140625,0.028125,1.0
daySequence1,111,0,0.5921875,0.4567708333333333,0.0140625,0.028125,1.0
daySequence1,112,0,0.59140625,0.4567708333333333,0.0140625,0.028125,1.0
daySequence1,113,0,0.59140625,0.4588541666666667,0.0140625,0.028125,1.0
daySequence1,114,0,0.590625,0.4588541666666667,0.0140625,0.028125,1.0
daySequence1,115,0,0.590625,0.4567708333333333,0.0140625,0.028125,1.0
daySequence1,116,0,0.58984375,0.4546875,0.0140625,0.028125,1.0
daySequence1,117,0,0.58984375,0.4546875,0.0140625,0.028125,1.0
daySequence1,118,0,0.58984375,0.4546875,0.0140625,0.028125,1.0
daySequence1,119,0,0.58984375,0.4546875,0.0140625,0.028125,1.0
daySequence1,120,0,0.58984375,0.4546875,0.0140625,0.028125,1.0
daySequence1,121,0,0.590625,0.4567708333333333,0.0140625,0.028125,1.0
daySequence1,122,0,0.59140625,0.4567708333333333,0.0140625,0.028125,1.0
daySequence1,123,0,0.5921875,0.4588541666666667,0.0140625,0.028125,1.0
daySequence1,124,0,0.5921875,0.4588541666666667,0.0140625,0.028125,1.0
daySequence1,125,0,0.59296875,0.4609375,0.0140625,0.028125,1.0
daySequence1,126,0,0.59296875,0.4588541666666667,0.0140625,0.028125,1.0
daySequence1,127,0,0.59453125,0.4609375,0.0140625,0.028125,1.0
daySequence1,128,0,0.59453125,0.4588541666666667,0.0140625,0.028125,1.0
daySequence1,129,0,0.59453125,0.4588541666666667,0.0140625,0.028125,1.0
daySequence1,130,0,0.5953125,0.4588541666666667,0.0140625,0.0322916666666666,1.0
daySequence1,131,0,0.59609375,0.4567708333333333,0.0140625,0.028125,1.0
daySequence1,132,0,0.596875,0.4546875,0.0140625,0.028125,1.0
daySequence1,133,0,0.59765625,0.4567708333333333,0.0140625,0.028125,1.0
daySequence1,134,0,0.59765625,0.4546875,0.0140625,0.028125,1.0
daySequence1,135,0,0.5984375,0.4526041666666666,0.0140625,0.028125,1.0
daySequence1,136,0,0.59921875,0.4515625,0.0140625,0.0322916666666666,1.0
daySequence1,137,0,0.60078125,0.4526041666666666,0.0140625,0.028125,1.0
daySequence1,138,0,0.60078125,0.4526041666666666,0.0140625,0.028125,1.0
daySequence1,139,0,0.60234375,0.4526041666666666,0.0140625,0.028125,1.0
