dataset,img_id,class_id,x_center,y_center,width,height,confidence
daySequence1,1938,0,0.012109375,0.2109375,0.02265625,0.1114583333333333,0.4274284839630127
daySequence2,779,0,0.7796875,0.4223958333333333,0.028125,0.0489583333333333,0.2772287130355835
daySequence2,780,0,0.78359375,0.4229166666666666,0.03125,0.0520833333333333,0.277984470129013
daySequence2,796,0,0.860546875,0.41875,0.02734375,0.0604166666666666,0.3180361986160278
daySequence2,3231,0,0.3796875,0.3869791666666666,0.0171875,0.0427083333333333,0.5171802043914795
daySequence2,3234,0,0.373828125,0.375,0.01640625,0.0395833333333333,0.541902482509613
daySequence2,3235,0,0.3734375,0.3734375,0.015625,0.0385416666666666,0.646506667137146
daySequence2,3236,0,0.372265625,0.3723958333333333,0.01640625,0.0427083333333333,0.6179279088973999
daySequence2,3237,0,0.372265625,0.3703125,0.01640625,0.040625,0.2873188257217407
daySequence2,3241,0,0.359375,0.371875,0.0171875,0.0416666666666666,0.2516258060932159
daySequence2,3242,0,0.358984375,0.3703125,0.01796875,0.0447916666666666,0.5352761745452881
daySequence2,3243,0,0.35703125,0.3697916666666667,0.0203125,0.0479166666666666,0.6279826164245605
daySequence2,3244,0,0.355859375,0.3697916666666667,0.02265625,0.0520833333333333,0.6847688555717468
daySequence2,3245,0,0.354296875,0.36875,0.02265625,0.0520833333333333,0.7088151574134827
daySequence2,3246,0,0.3515625,0.3677083333333333,0.025,0.0583333333333333,0.6776478886604309
daySequence2,3247,0,0.349609375,0.3651041666666667,0.02578125,0.0635416666666666,0.391980916261673
daySequence2,3248,0,0.346875,0.3630208333333333,0.0234375,0.0552083333333333,0.3601897060871124
daySequence2,3250,0,0.340234375,0.3671875,0.02578125,0.0614583333333333,0.449552446603775
daySequence2,3253,0,0.330078125,0.3609375,0.02578125,0.059375,0.2948504388332367
daySequence2,3254,0,0.326171875,0.3567708333333333,0.02421875,0.0552083333333333,0.5108550786972046
daySequence2,3256,0,0.319140625,0.35,0.02890625,0.06875,0.436020940542221
daySequence2,3257,0,0.316015625,0.3463541666666667,0.03046875,0.0739583333333333,0.3449620008468628
daySequence2,3322,0,0.720703125,0.3546875,0.03046875,0.059375,0.2596981823444366
daySequence2,3324,0,0.731640625,0.3484375,0.03359375,0.065625,0.2752269506454468
daySequence2,3739,0,0.353515625,0.390625,0.00859375,0.0208333333333333,0.3218165338039398
nightSequence1,54,0,0.8359375,0.1088541666666666,0.0234375,0.0489583333333333,0.2546169757843017
nightSequence1,56,0,0.843359375,0.1005208333333333,0.02265625,0.0510416666666666,0.4412029087543487
nightSequence1,57,0,0.846484375,0.096875,0.02578125,0.05625,0.6183778047561646
nightSequence1,58,0,0.85,0.0932291666666666,0.0265625,0.0552083333333333,0.6712518334388733
nightSequence1,59,0,0.853515625,0.0885416666666666,0.02734375,0.05625,0.4953703284263611
nightSequence1,60,0,0.855859375,0.0838541666666666,0.02890625,0.059375,0.4667142033576965
nightSequence1,61,0,0.859375,0.0822916666666666,0.0265625,0.0583333333333333,0.2987481951713562
nightSequence1,62,0,0.86328125,0.0770833333333333,0.0296875,0.0625,0.6776979565620422
nightSequence1,63,0,0.8671875,0.075,0.0296875,0.0625,0.5903802514076233
nightSequence1,63,0,0.3015625,0.7989583333333333,0.034375,0.0375,0.3569989800453186
nightSequence1,64,0,0.86875,0.071875,0.0328125,0.0645833333333333,0.5487002730369568
nightSequence1,64,0,0.29296875,0.8135416666666667,0.0328125,0.0395833333333333,0.4076808393001556
nightSequence1,65,0,0.871484375,0.0682291666666666,0.03515625,0.0677083333333333,0.5115752816200256
nightSequence1,66,0,0.875,0.0666666666666666,0.0328125,0.0666666666666666,0.4175211787223816
nightSequence1,67,0,0.878125,0.0651041666666666,0.03125,0.065625,0.484054833650589
nightSequence1,68,0,0.8796875,0.0619791666666666,0.0328125,0.0677083333333333,0.5073688626289368
nightSequence1,71,0,0.88984375,0.0520833333333333,0.034375,0.0666666666666666,0.5620543360710144
nightSequence1,72,0,0.89140625,0.0526041666666666,0.034375,0.0697916666666666,0.5174561738967896
nightSequence1,77,0,0.904296875,0.0333333333333333,0.03828125,0.0645833333333333,0.4141416251659393
nightSequence1,80,0,0.909375,0.0338541666666666,0.0390625,0.0635416666666666,0.3307643830776214
nightSequence1,81,0,0.91015625,0.0333333333333333,0.0421875,0.0645833333333333,0.466503381729126
nightSequence1,82,0,0.911328125,0.0302083333333333,0.04296875,0.0604166666666666,0.5420554280281067
nightSequence1,83,0,0.91171875,0.0302083333333333,0.04375,0.0583333333333333,0.6331439018249512
nightSequence1,92,0,0.916015625,0.0322916666666666,0.04453125,0.0604166666666666,0.4369767904281616
nightSequence1,93,0,0.91640625,0.0307291666666666,0.0421875,0.0614583333333333,0.5837365984916687
nightSequence1,94,0,0.91640625,0.0307291666666666,0.0421875,0.059375,0.4729360342025757
nightSequence1,95,0,0.916015625,0.0302083333333333,0.04296875,0.0583333333333333,0.3886215090751648
nightSequence1,95,0,0.92265625,0.0901041666666666,0.053125,0.103125,0.2770375311374664
nightSequence1,96,0,0.91640625,0.0328125,0.0421875,0.0614583333333333,0.4884648323059082
nightSequence1,97,0,0.915625,0.0317708333333333,0.04375,0.0635416666666666,0.6194018721580505
nightSequence1,97,0,0.92265625,0.0791666666666666,0.0546875,0.1041666666666666,0.3869524598121643
nightSequence1,98,0,0.91640625,0.034375,0.04375,0.0645833333333333,0.5441043376922607
nightSequence1,100,0,0.91640625,0.0333333333333333,0.0421875,0.0645833333333333,0.5494766235351562
nightSequence1,101,0,0.9171875,0.0322916666666666,0.040625,0.0645833333333333,0.6664788722991943
nightSequence1,102,0,0.917578125,0.0333333333333333,0.04296875,0.0645833333333333,0.639397919178009
nightSequence1,103,0,0.918359375,0.0338541666666666,0.04296875,0.065625,0.6147799491882324
nightSequence1,104,0,0.91796875,0.0322916666666666,0.04375,0.0625,0.5864375829696655
nightSequence1,105,0,0.918359375,0.0338541666666666,0.04296875,0.065625,0.6341878771781921
nightSequence1,106,0,0.91796875,0.0338541666666666,0.04375,0.065625,0.6984564661979675
nightSequence1,107,0,0.917578125,0.0317708333333333,0.04453125,0.0635416666666666,0.6761898994445801
nightSequence1,108,0,0.918359375,0.0307291666666666,0.04296875,0.059375,0.5777150392532349
nightSequence1,109,0,0.91875,0.0307291666666666,0.04375,0.059375,0.616875946521759
nightSequence1,110,0,0.919140625,0.0307291666666666,0.04296875,0.059375,0.5801683068275452
nightSequence1,111,0,0.91953125,0.0302083333333333,0.04375,0.0583333333333333,0.6421741247177124
nightSequence1,118,0,0.923046875,0.0276041666666666,0.04609375,0.053125,0.373202919960022
nightSequence1,121,0,0.925,0.0276041666666666,0.046875,0.053125,0.3794402778148651
nightSequence1,121,0,0.934765625,0.0765625,0.05703125,0.1010416666666666,0.2529158890247345
nightSequence1,122,0,0.92578125,0.028125,0.046875,0.0541666666666666,0.3922791182994842
nightSequence1,123,0,0.92578125,0.0286458333333333,0.0484375,0.0552083333333333,0.4632885456085205
nightSequence1,124,0,0.926953125,0.0276041666666666,0.04609375,0.053125,0.4605269730091095
nightSequence1,124,0,0.937109375,0.0755208333333333,0.05703125,0.103125,0.2560297548770904
nightSequence1,124,0,0.883203125,0.3182291666666667,0.02109375,0.0447916666666666,0.3671280741691589
nightSequence1,125,0,0.927734375,0.0286458333333333,0.04765625,0.0552083333333333,0.5906886458396912
nightSequence1,128,0,0.928515625,0.028125,0.04765625,0.0541666666666666,0.4020591080188751
nightSequence1,129,0,0.92890625,0.0291666666666666,0.0484375,0.05625,0.4481842517852783
nightSequence1,132,0,0.93046875,0.0286458333333333,0.05,0.0552083333333333,0.4321643412113189
nightSequence1,134,0,0.93359375,0.0364583333333333,0.0546875,0.0645833333333333,0.510863184928894
nightSequence1,156,0,0.963671875,0.03125,0.04609375,0.0625,0.4875382483005523
nightSequence1,157,0,0.9671875,0.0338541666666666,0.046875,0.0635416666666666,0.277070939540863
nightSequence1,189,0,0.319140625,0.3526041666666666,0.02578125,0.0614583333333333,0.8683785796165466
nightSequence1,193,0,0.313671875,0.3265625,0.02734375,0.0614583333333333,0.876399040222168
nightSequence1,194,0,0.312890625,0.3223958333333333,0.02734375,0.065625,0.8686850666999817
nightSequence1,245,0,0.816796875,0.0578125,0.04140625,0.090625,0.3757777810096741
nightSequence1,251,0,0.841796875,0.0369791666666666,0.04609375,0.071875,0.646702766418457
nightSequence1,253,0,0.851953125,0.03125,0.04609375,0.0604166666666666,0.5515922904014587
nightSequence1,254,0,0.855078125,0.0260416666666666,0.04296875,0.05,0.4398907721042633
nightSequence1,255,0,0.0296875,0.2182291666666666,0.05625,0.1322916666666666,0.7773379683494568
nightSequence1,256,0,0.024609375,0.2140625,0.04765625,0.128125,0.8258399963378906
nightSequence1,258,0,0.876953125,0.0130208333333333,0.03984375,0.0260416666666666,0.5051784515380859
nightSequence1,258,0,0.0109375,0.2067708333333333,0.0203125,0.1114583333333333,0.7686727046966553
nightSequence1,911,0,0.4265625,0.1713541666666666,0.025,0.0510416666666666,0.6277890205383301
nightSequence1,1038,0,0.391796875,0.1171875,0.02890625,0.0572916666666666,0.6757850050926208
nightSequence1,1041,0,0.391796875,0.1177083333333333,0.03046875,0.0604166666666666,0.4672097563743591
nightSequence1,1042,0,0.391796875,0.1177083333333333,0.02890625,0.0583333333333333,0.5994870066642761
nightSequence1,1043,0,0.3921875,0.1177083333333333,0.028125,0.0583333333333333,0.6406426429748535
nightSequence1,1044,0,0.391796875,0.1177083333333333,0.02890625,0.0583333333333333,0.5939596891403198
nightSequence1,1045,0,0.391796875,0.1182291666666666,0.02890625,0.059375,0.5464408993721008
nightSequence1,1046,0,0.391796875,0.1177083333333333,0.02890625,0.0583333333333333,0.6323015689849854
nightSequence1,1047,0,0.391796875,0.1171875,0.02890625,0.059375,0.6317660212516785
nightSequence1,1048,0,0.391796875,0.1177083333333333,0.02890625,0.0583333333333333,0.6643615365028381
nightSequence1,1049,0,0.391796875,0.1177083333333333,0.02890625,0.0583333333333333,0.6641634106636047
nightSequence1,1052,0,0.391796875,0.1177083333333333,0.02890625,0.0583333333333333,0.6013235449790955
nightSequence1,1053,0,0.391796875,0.1177083333333333,0.02890625,0.0583333333333333,0.6068546175956726
nightSequence1,1055,0,0.391796875,0.1177083333333333,0.02890625,0.0604166666666666,0.6422190070152283
nightSequence1,1069,0,0.391796875,0.1177083333333333,0.02734375,0.05625,0.6678586602210999
nightSequence1,1094,0,0.391796875,0.1182291666666666,0.02734375,0.0572916666666666,0.6126793622970581
nightSequence1,1862,0,0.344140625,0.0317708333333333,0.03984375,0.0614583333333333,0.8395411372184753
nightSequence1,1864,0,0.341796875,0.0307291666666666,0.04140625,0.0614583333333333,0.787916362285614
nightSequence1,1954,0,0.993359375,0.7432291666666667,0.01328125,0.1010416666666666,0.3074859976768493
nightSequence1,2017,0,0.022265625,0.03125,0.04453125,0.0604166666666666,0.393419861793518
nightSequence1,2044,0,0.01015625,0.0276041666666666,0.0203125,0.0552083333333333,0.2534551322460174
nightSequence1,2067,0,0.265234375,0.4302083333333333,0.01484375,0.03125,0.2758245766162872
nightSequence1,2099,0,0.199609375,0.0359375,0.04765625,0.0697916666666666,0.6049363017082214
nightSequence1,2099,0,0.3890625,0.365625,0.0328125,0.075,0.520445704460144
nightSequence1,2099,0,0.03046875,0.4828125,0.021875,0.0489583333333333,0.2730681002140045
nightSequence1,2100,0,0.19453125,0.0348958333333333,0.0453125,0.0677083333333333,0.6746886372566223
nightSequence1,2100,0,0.01953125,0.4854166666666666,0.021875,0.0458333333333333,0.6521246433258057
nightSequence1,2101,0,0.012890625,0.4859375,0.01953125,0.0427083333333333,0.6214091777801514
nightSequence1,2103,0,0.177734375,0.0317708333333333,0.04296875,0.0614583333333333,0.7452173233032227
nightSequence1,2103,0,0.0921875,0.4609375,0.0203125,0.0489583333333333,0.3805344700813293
nightSequence1,2104,0,0.174609375,0.0302083333333333,0.04296875,0.0604166666666666,0.7258610725402832
nightSequence1,2105,0,0.171875,0.0296875,0.04375,0.0572916666666666,0.763532280921936
nightSequence1,2107,0,0.16875,0.028125,0.046875,0.0541666666666666,0.6813109517097473
nightSequence1,2108,0,0.16796875,0.0255208333333333,0.05,0.0489583333333333,0.4771203696727752
nightSequence1,2109,0,0.166015625,0.0244791666666666,0.04921875,0.046875,0.7843281030654907
nightSequence1,2110,0,0.165625,0.0229166666666666,0.0484375,0.0458333333333333,0.7887386679649353
nightSequence1,2111,0,0.1640625,0.0223958333333333,0.05,0.0447916666666666,0.7923559546470642
nightSequence1,2112,0,0.164453125,0.0229166666666666,0.05078125,0.04375,0.8045694231987
nightSequence1,2113,0,0.16484375,0.0234375,0.05,0.0447916666666666,0.8209672570228577
nightSequence1,2114,0,0.1640625,0.0229166666666666,0.0515625,0.0458333333333333,0.799961507320404
nightSequence1,2115,0,0.163671875,0.021875,0.05078125,0.0416666666666666,0.5965021848678589
nightSequence1,2116,0,0.164453125,0.0182291666666666,0.05078125,0.0364583333333333,0.3585842549800873
nightSequence1,2118,0,0.160546875,0.0114583333333333,0.04921875,0.0229166666666666,0.4400157332420349
nightSequence1,2118,0,0.01640625,0.4052083333333333,0.0140625,0.0354166666666666,0.3383155763149261
nightSequence1,2120,0,0.1609375,0.0078125,0.0453125,0.015625,0.3137373328208923
nightSequence1,2121,0,0.160546875,0.0078125,0.04453125,0.015625,0.4603718817234039
nightSequence1,2122,0,0.15703125,0.0078125,0.0453125,0.015625,0.4926952421665191
nightSequence1,2123,0,0.15234375,0.0067708333333333,0.04375,0.0135416666666666,0.2698515951633453
nightSequence1,2124,0,0.14921875,0.0072916666666666,0.0421875,0.0145833333333333,0.3155264854431152
nightSequence1,2126,0,0.350390625,0.35625,0.03046875,0.0729166666666666,0.2585425674915313
nightSequence1,2128,0,0.337890625,0.3536458333333333,0.03203125,0.0760416666666666,0.2944685220718384
nightSequence1,2132,0,0.005078125,0.1322916666666666,0.01015625,0.1145833333333333,0.4528408348560333
nightSequence1,2144,0,0.007421875,0.30625,0.01484375,0.1125,0.665172815322876
nightSequence1,2177,0,0.971875,0.990625,0.0375,0.0166666666666666,0.3228626549243927
nightSequence1,3895,0,0.234765625,0.0864583333333333,0.03671875,0.08125,0.8133708834648132
nightSequence1,4011,0,0.9109375,0.0208333333333333,0.06875,0.0395833333333333,0.3644950985908508
nightSequence1,4012,0,0.9296875,0.0197916666666666,0.06875,0.0395833333333333,0.587578535079956
nightSequence1,4013,0,0.9484375,0.015625,0.0703125,0.03125,0.5606353282928467
nightSequence1,4014,0,0.964453125,0.0119791666666666,0.05859375,0.0239583333333333,0.7251594066619873
nightSequence1,4023,0,0.978125,0.4604166666666666,0.03125,0.0604166666666666,0.2755962312221527
nightSequence1,4024,0,0.990234375,0.4609375,0.01796875,0.0510416666666666,0.5219477415084839
nightSequence1,4029,0,0.01875,0.2885416666666666,0.0375,0.0520833333333333,0.4913881421089172
nightSequence1,4094,0,0.396484375,0.221875,0.02734375,0.0583333333333333,0.2708999216556549
nightSequence1,4095,0,0.403125,0.2203125,0.025,0.0489583333333333,0.6962572336196899
nightSequence1,4096,0,0.41015625,0.2223958333333333,0.025,0.053125,0.7250294089317322
nightSequence1,4221,0,0.331640625,0.3046875,0.01484375,0.034375,0.3235434293746948
nightSequence1,4222,0,0.008203125,0.0770833333333333,0.01640625,0.075,0.3748947978019714
nightSequence1,4229,0,0.3234375,0.2958333333333333,0.015625,0.0333333333333333,0.2538070678710937
nightSequence1,4231,0,0.94921875,0.2546875,0.0484375,0.0989583333333333,0.316211849451065
nightSequence1,4231,0,0.30703125,0.3489583333333333,0.0171875,0.0395833333333333,0.2582180500030517
nightSequence1,4232,0,0.9609375,0.25,0.05,0.1020833333333333,0.423460990190506
nightSequence1,4234,0,0.982421875,0.2473958333333333,0.03359375,0.0864583333333333,0.650151789188385
nightSequence1,4235,0,0.303515625,0.3526041666666666,0.01640625,0.040625,0.3179793953895569
nightSequence1,4243,0,0.9109375,0.2677083333333333,0.0421875,0.0875,0.4025425016880035
