dataset,img_id,class_id,x_center,y_center,width,height,confidence
daySequence1,680,0,0.48359375,0.4109375,0.0140625,0.028125,1.0
daySequence1,972,0,0.5875,0.4604166666666666,0.0140625,0.03125,1.0
daySequence1,984,0,0.5875,0.4614583333333333,0.0140625,0.03125,1.0
daySequence1,991,0,0.58671875,0.4604166666666666,0.0140625,0.03125,1.0
daySequence1,995,0,0.5875,0.4614583333333333,0.0140625,0.03125,1.0
daySequence1,996,0,0.5875,0.4625,0.0140625,0.03125,1.0
daySequence1,999,0,0.5875,0.4625,0.0140625,0.03125,1.0
daySequence1,1004,0,0.5875,0.4614583333333333,0.0140625,0.03125,1.0
daySequence1,1100,0,0.58671875,0.4583333333333333,0.0140625,0.03125,1.0
daySequence1,1110,0,0.58828125,0.4583333333333333,0.0140625,0.03125,1.0
daySequence1,1134,0,0.5859375,0.4583333333333333,0.0140625,0.03125,1.0
daySequence1,1136,0,0.5859375,0.4583333333333333,0.0140625,0.03125,1.0
daySequence1,1137,0,0.5859375,0.4572916666666666,0.0140625,0.03125,1.0
daySequence1,1138,0,0.5859375,0.4572916666666666,0.0140625,0.03125,1.0
daySequence1,1139,0,0.58515625,0.4536458333333333,0.0140625,0.0364583333333333,1.0
daySequence1,1140,0,0.58515625,0.45625,0.0140625,0.03125,1.0
daySequence1,1141,0,0.58515625,0.45625,0.0140625,0.03125,1.0
daySequence1,1142,0,0.58515625,0.45625,0.0140625,0.03125,1.0
daySequence1,1144,0,0.58515625,0.4552083333333333,0.0140625,0.03125,1.0
daySequence1,1145,0,0.584375,0.4541666666666666,0.0140625,0.03125,1.0
daySequence1,1146,0,0.584375,0.4541666666666666,0.0140625,0.03125,1.0
daySequence1,1147,0,0.584375,0.4552083333333333,0.0140625,0.03125,1.0
daySequence1,1148,0,0.58359375,0.4541666666666666,0.0140625,0.03125,1.0
daySequence1,1149,0,0.58359375,0.4541666666666666,0.0140625,0.03125,1.0
daySequence1,1150,0,0.584375,0.45625,0.0140625,0.03125,1.0
daySequence1,1153,0,0.58359375,0.45625,0.0140625,0.03125,1.0
daySequence1,1154,0,0.58359375,0.4583333333333333,0.0140625,0.03125,1.0
daySequence1,1155,0,0.58359375,0.4604166666666666,0.0140625,0.03125,1.0
daySequence1,1156,0,0.58359375,0.4614583333333333,0.0140625,0.03125,1.0
daySequence1,1158,0,0.47421875,0.409375,0.0140625,0.03125,1.0
daySequence1,1159,0,0.5828125,0.465625,0.0140625,0.03125,1.0
daySequence1,1160,0,0.58359375,0.465625,0.0140625,0.03125,1.0
daySequence1,1161,0,0.5828125,0.465625,0.0140625,0.03125,1.0
daySequence1,1162,0,0.4734375,0.4104166666666666,0.0140625,0.03125,1.0
daySequence1,1163,0,0.58359375,0.4666666666666667,0.0140625,0.03125,1.0
daySequence1,1164,0,0.47109375,0.4104166666666666,0.0140625,0.03125,1.0
daySequence1,1165,0,0.47265625,0.4104166666666666,0.0140625,0.03125,1.0
daySequence1,1166,0,0.584375,0.4697916666666666,0.0140625,0.03125,1.0
daySequence1,1168,0,0.5859375,0.4708333333333333,0.0140625,0.03125,1.0
daySequence1,1174,0,0.58984375,0.4645833333333333,0.0140625,0.03125,1.0
daySequence1,1176,0,0.59140625,0.4661458333333333,0.0140625,0.0260416666666666,1.0
daySequence1,1178,0,0.59296875,0.4645833333333333,0.0140625,0.03125,1.0
daySequence1,1180,0,0.59296875,0.4614583333333333,0.0140625,0.03125,1.0
daySequence1,1181,0,0.59375,0.4604166666666666,0.0140625,0.03125,1.0
daySequence1,1185,0,0.596875,0.4583333333333333,0.0140625,0.03125,1.0
daySequence1,1190,0,0.60078125,0.4625,0.0140625,0.03125,1.0
daySequence1,1196,0,0.60546875,0.4604166666666666,0.0140625,0.03125,1.0
daySequence1,1198,0,0.609375,0.4541666666666666,0.0140625,0.03125,1.0
daySequence1,1200,0,0.61484375,0.45,0.0140625,0.03125,1.0
daySequence1,1201,0,0.615625,0.4489583333333333,0.0140625,0.03125,1.0
daySequence1,1202,0,0.61796875,0.45,0.0140625,0.03125,1.0
daySequence1,1203,0,0.61875,0.45,0.0140625,0.03125,1.0
daySequence1,1204,0,0.49375,0.3885416666666667,0.0140625,0.03125,1.0
daySequence1,1207,0,0.6234375,0.453125,0.0140625,0.03125,1.0
daySequence1,1208,0,0.6234375,0.45,0.0140625,0.03125,1.0
daySequence1,1210,0,0.62265625,0.446875,0.0140625,0.03125,1.0
daySequence1,1211,0,0.621875,0.4447916666666666,0.0140625,0.03125,1.0
daySequence1,1212,0,0.62265625,0.44375,0.0140625,0.03125,1.0
daySequence1,1216,0,0.61953125,0.45,0.0140625,0.03125,1.0
daySequence1,1234,0,0.625,0.4416666666666666,0.0140625,0.03125,1.0
daySequence1,1237,0,0.625,0.4208333333333333,0.0140625,0.03125,1.0
daySequence1,1240,0,0.627734375,0.425,0.01640625,0.03125,1.0
daySequence1,1319,0,0.455859375,0.3234375,0.01640625,0.046875,1.0
daySequence1,1321,0,0.455078125,0.3208333333333333,0.01640625,0.0416666666666666,1.0
daySequence1,1342,0,0.609375,0.4104166666666666,0.01875,0.0416666666666666,1.0
daySequence1,1359,0,0.470703125,0.3729166666666667,0.02109375,0.0520833333333333,1.0
daySequence1,1888,0,0.5,0.4130208333333333,0.0140625,0.028125,1.0
daySequence1,1889,0,0.5,0.4109375,0.0140625,0.028125,1.0
daySequence1,1890,0,0.6703125,0.4703125,0.0140625,0.028125,1.0
daySequence1,1891,0,0.5015625,0.4140625,0.0140625,0.028125,1.0
daySequence1,1892,0,0.675,0.4744791666666667,0.0140625,0.028125,1.0
daySequence1,1893,0,0.6765625,0.4703125,0.0140625,0.028125,1.0
daySequence1,1894,0,0.6796875,0.4682291666666666,0.0140625,0.028125,1.0
daySequence1,1895,0,0.68125,0.4630208333333333,0.0140625,0.0322916666666666,1.0
daySequence1,1896,0,0.565625,0.4067708333333333,0.0140625,0.028125,1.0
daySequence1,1896,0,0.503515625,0.4020833333333333,0.02109375,0.0416666666666666,1.0
daySequence1,1897,0,0.5671875,0.4036458333333333,0.0140625,0.028125,1.0
daySequence1,1897,0,0.685546875,0.4609375,0.01640625,0.0322916666666666,1.0
daySequence1,1898,0,0.56796875,0.4026041666666666,0.0140625,0.028125,1.0
daySequence1,1898,0,0.6875,0.4609375,0.0140625,0.028125,1.0
daySequence1,1899,0,0.5703125,0.4015625,0.0140625,0.028125,1.0
daySequence1,1899,0,0.690625,0.4588541666666667,0.0140625,0.0322916666666666,1.0
daySequence1,1900,0,0.57109375,0.3973958333333333,0.0140625,0.028125,1.0
daySequence1,1900,0,0.69375,0.4588541666666667,0.0140625,0.028125,1.0
daySequence1,1901,0,0.571875,0.3973958333333333,0.0140625,0.028125,1.0
daySequence1,1901,0,0.50625,0.3932291666666667,0.01875,0.0322916666666666,1.0
