model,dataset,img_id,confidence,euc_dist
YoloV3,nightSequence1,3957,0.6951515078544617,0.0
YoloV3,nightSequence1,3955,0.6655466556549072,0.0
YoloV3,nightSequence1,3970,0.2618782520294189,0.0
YoloV3,nightSequence1,758,0.3261712789535522,0.0
YoloV3,nightSequence1,3969,0.3272350430488586,0.0
YoloV3,nightSequence2,1555,0.2540947794914245,0.0003906249999999778
YoloV3,nightSequence1,3935,0.6891064643859863,0.0003906249999999778
YoloV3,daySequence1,2738,0.5457757115364075,0.0003906249999999778
YoloV3,nightSequence1,3949,0.6370593905448914,0.0003906250000000888
YoloV3,nightSequence1,3946,0.354343056678772,0.0005208333333333037
YoloV3,nightSequence2,4639,0.2860698997974396,0.0005208333333333037
YoloV3,daySequence2,4619,0.439859926700592,0.0005208333333333037
YoloV3,nightSequence1,3942,0.5104354619979858,0.0005208333333333037
YoloV3,nightSequence2,5215,0.6016482710838318,0.0006510416666666186
YoloV3,nightSequence2,4369,0.2833638489246368,0.0006510416666666297
YoloV3,nightSequence1,3930,0.6708661913871765,0.0006510416666666297
YoloV3,nightSequence1,3952,0.5464401841163635,0.0006510416666666297
YoloV3,daySequence2,3484,0.2717998027801513,0.0006510416666666297
YoloV3,nightSequence1,3934,0.4120065867900848,0.000651041666666674
YoloV3,nightSequence2,4197,0.4629193842411041,0.0006510416666666741
YoloV3,nightSequence2,1567,0.2687693238258362,0.0006510416666666962
YoloV3,nightSequence2,4612,0.2732598781585693,0.0006510416666667185
YoloV3,nightSequence1,3938,0.5961650013923645,0.0006510416666667851
YoloV3,nightSequence1,1494,0.3059945404529571,0.0007812499999999556
YoloV3,nightSequence2,4552,0.2542155385017395,0.0007812499999999556
YoloV3,daySequence2,3714,0.3226823508739471,0.0007812500000000111
YoloV3,nightSequence1,1272,0.3095982372760772,0.0009389456446520272
YoloV3,nightSequence1,1493,0.4170703887939453,0.0009389456446520272
YoloV3,daySequence2,6863,0.3127628266811371,0.0009389456446520579
YoloV3,nightSequence1,3929,0.7017053961753845,0.0009389456446521195
YoloV3,nightSequence1,3973,0.3657733500003814,0.0010416666666666075
YoloV3,nightSequence2,4627,0.4135321378707886,0.0010416666666666075
YoloV3,nightSequence2,4553,0.4089832603931427,0.001041666666666663
YoloV3,nightSequence1,3948,0.3099115192890167,0.0010416666666666907
YoloV3,nightSequence1,3953,0.6256928443908691,0.0010416666666667185
YoloV3,daySequence2,4649,0.5098119378089905,0.0010416666666667185
YoloV3,nightSequence2,4195,0.4086154997348785,0.0010416666666667185
YoloV3,nightSequence1,759,0.2727124691009521,0.0010416666666667185
YoloV3,nightSequence1,3961,0.3457431495189667,0.0010416666666667185
YoloV3,daySequence2,3713,0.4821819067001343,0.0011125004876714902
