model,dataset,img_id,confidence,euc_dist
YoloV5,daySequence1,2820,0.336814284324646,0.0
YoloV5,daySequence2,2688,0.3114651143550873,0.0003906249999999778
YoloV5,daySequence2,2675,0.3245551884174347,0.0005208333333333037
YoloV5,nightSequence1,3929,0.4917812943458557,0.0005208333333333037
YoloV5,daySequence2,2684,0.5342494249343872,0.0005208333333333592
YoloV5,nightSequence1,3977,0.2633259296417236,0.0005208333333334009
YoloV5,nightSequence2,4688,0.7568227648735046,0.0006510416666666297
YoloV5,nightSequence1,2590,0.5769538879394531,0.0006510416666666741
YoloV5,nightSequence1,2591,0.5610781311988831,0.0006510416666667185
YoloV5,daySequence1,2814,0.5428707003593445,0.0007812499999999556
YoloV5,daySequence1,1903,0.5499061346054077,0.0007812499999999556
YoloV5,nightSequence1,2109,0.4175593554973602,0.0007812500000000111
YoloV5,nightSequence2,4163,0.3767051994800567,0.0007812500000000666
YoloV5,nightSequence1,3943,0.6280367374420166,0.0009389456446520272
YoloV5,daySequence2,2682,0.4704648554325104,0.0009389456446520733
YoloV5,nightSequence1,3941,0.4650059342384338,0.0009389456446520887
YoloV5,daySequence1,2771,0.3591172993183136,0.0009389456446521195
YoloV5,daySequence1,2816,0.5023265480995178,0.0009389456446521503
YoloV5,nightSequence1,3938,0.3505228459835052,0.0009389456446521811
YoloV5,daySequence2,2691,0.281124472618103,0.0010416666666666075
YoloV5,nightSequence2,4190,0.2791581451892853,0.0010416666666666075
YoloV5,nightSequence2,4691,0.6779029369354248,0.001041666666666663
YoloV5,daySequence1,2808,0.4164418280124664,0.001041666666666663
YoloV5,daySequence2,2717,0.4605993926525116,0.0010416666666666907
YoloV5,nightSequence1,2587,0.5557032823562622,0.0010416666666667185
YoloV5,daySequence2,2696,0.4343743920326233,0.0010416666666667185
YoloV5,daySequence2,2672,0.3722624182701111,0.0010416666666667185
YoloV5,daySequence2,4885,0.5878181457519531,0.0011125004876714642
YoloV5,nightSequence1,3992,0.3099543452262878,0.001112500487671484
YoloV5,daySequence2,2694,0.5572620630264282,0.0011125004876714902
YoloV5,daySequence2,2674,0.31509929895401,0.0011125004876714902
YoloV5,nightSequence2,4686,0.7400195002555847,0.0011125004876715292
YoloV5,nightSequence2,4175,0.2638792693614959,0.0011125004876716333
YoloV5,daySequence1,1896,0.3504825830459595,0.0011125004876716333
YoloV5,daySequence1,2805,0.4105894565582275,0.0011718750000000444
YoloV5,daySequence1,1897,0.2909705936908722,0.0012824033596087949
YoloV5,nightSequence1,3948,0.2908091247081756,0.0012824033596087949
YoloV5,nightSequence2,4420,0.3010007441043854,0.0012824033596087949
YoloV5,daySequence1,1904,0.4729936122894287,0.0012824033596089415
YoloV5,daySequence1,2807,0.6617995500564575,0.0013020833333332593
YoloV5,nightSequence2,4703,0.7547560930252075,0.0013020833333333038
YoloV5,nightSequence1,3942,0.3520658314228058,0.0013020833333333259
YoloV5,nightSequence1,2133,0.6413661241531372,0.0013020833333333814
YoloV5,nightSequence2,4635,0.3124291002750397,0.0015624999999999112
YoloV5,daySequence2,2689,0.4159882068634033,0.0015624999999999667
YoloV5,daySequence1,1902,0.6047474145889282,0.0015624999999999667
YoloV5,daySequence2,2692,0.4789617359638214,0.0015624999999999667
YoloV5,daySequence2,5053,0.3808203637599945,0.0015624999999999667
YoloV5,daySequence1,2817,0.6263259649276733,0.0015624999999999667
YoloV5,daySequence2,4882,0.624999463558197,0.0015624999999999944
YoloV5,nightSequence1,2589,0.4486348032951355,0.0015625000000000222
YoloV5,daySequence1,2812,0.3694275915622711,0.0015625000000000222
YoloV5,daySequence2,2673,0.3451352715492248,0.0015625000000000222
YoloV5,daySequence2,2695,0.5394085645675659,0.0015625000000000222
YoloV5,nightSequence1,2575,0.6005702614784241,0.0015625000000000777
YoloV5,nightSequence1,3991,0.6297782063484192,0.001567915960780153
YoloV5,nightSequence1,2115,0.4977454245090484,0.0015679159607801991
YoloV5,nightSequence1,3984,0.5409705638885498,0.0015679159607802221
YoloV5,nightSequence1,2120,0.3395543396472931,0.0015679159607802405
YoloV5,nightSequence2,4709,0.6376133561134338,0.0015679159607802776
YoloV5,daySequence1,2772,0.4986966252326965,0.0016105881350068072
YoloV5,nightSequence2,4697,0.538952648639679,0.0016105881350068072
YoloV5,daySequence1,1915,0.3308359980583191,0.0016105881350068072
YoloV5,nightSequence1,2574,0.6094797253608704,0.0016105881350068206
YoloV5,daySequence1,1900,0.5879353284835815,0.001610588135006861
YoloV5,daySequence1,1901,0.6063032150268555,0.001610588135006861
YoloV5,nightSequence1,2586,0.528931736946106,0.001610588135006861
YoloV5,daySequence1,1920,0.295980304479599,0.001610588135006861
YoloV5,nightSequence1,2580,0.6663405299186707,0.001610588135006861
YoloV5,daySequence2,2690,0.4147721827030182,0.001610588135006915
YoloV5,nightSequence2,4627,0.4645960032939911,0.001610588135006915
YoloV5,nightSequence2,4720,0.7382198572158813,0.001610588135006915
YoloV5,nightSequence2,4623,0.3366674780845642,0.001610588135006915
YoloV5,daySequence2,2685,0.5780398845672607,0.0016105881350069282
YoloV5,daySequence2,2697,0.2826417982578277,0.0016105881350069282
YoloV5,nightSequence2,4699,0.6804286241531372,0.0016105881350069416
YoloV5,daySequence2,1493,0.2953944206237793,0.0016105881350069687
YoloV5,nightSequence2,4620,0.2875207066535949,0.0016105881350069687
YoloV5,nightSequence1,2597,0.3324143588542938,0.001610588135006982
YoloV5,daySequence1,2813,0.4254128634929657,0.0016105881350069956
YoloV5,nightSequence1,3939,0.3376530408859253,0.001647019614671034
YoloV5,daySequence1,1905,0.2936574220657348,0.0016470196146710426
